Total_sqft,Price
1550,75
1418,101
1655,115
1115,33.45
1170,68
1035,38.3
1306,58
750,22
1917,122
1615,58
1071,52.25
1325,119
3000,900
1400,88
1246,82
1215,40
1200,49.5
450,53
1200,60
945,50
4460,650
1175,52
920,63
3024,350
1600,110
750,110
2400,700
955,34.01
1750,100
1425,64
2150,265
1165,40.5
1050,48
1370,75
1374,72
1754,124
1847,110
1850,139
3297,135
1187,45
1400,40.44
600,30
1350,180
3000,120
693,34.3
1980,224
1021,48
1165,95
1756,92
1739,105
1280,65
1215,58.86
950,46.5
1082,49
1050,42
1080,53.35
1100,55
3200,205
1311,78
1608,67.98
1160,36
1170,71
1155,40.6
1255,77.68
1065,44.95
674,21
1936,126
2289,260
1100,38.45
2257,157
1055,55
1530,51.87
1700,97
1575,78
3500,330
1263,93.32
1559,69.315
1043,65
1255,53.5
1352.5,93.865
590,13.57
1550,120
1220,56
1900,160
1360,55
1100,75
1455,73.31
1035,40.5
1152,69
1299,82
1157,75
1050,52.5
1050,40
1246,67.4
1929,115
1285,60
1200,65
3161,214
1850,170
1025,37
1124,80
1012,54.59
4500,250
871,55
1020,40
1550,73.5
3515,420
1410,80
3500,150
1118,75
1098,68
1130,45.2
1145,75
950,80
1051,33
600,108
1102,53.67
1478,125
645,16.45
823,50.63
880,35
600,75
1991,100
1100,50
1745,115
1226,135
680,68
1100,70
1200,195
1450,58
3366,120
1150,54
1843,95.84
2200,195
1090,44
1132,42
1375,80
1500,220
760,50.3
1180,65
918,45
600,50
1200,53
1372,61
2400,355
1728,95
2215,275
1200,80
1280,56
800,110
1455,56
440,28
1500,97
1800,110
1525,96
1204,38.5
1225,53.55
800,98
1650,122
880,18
4200,255
1200,55
1152,230
1005,42
1562,103
5000,395
810,95
1200,42
1555,82.5
1550,71
1190,67
1070,50
1800,28.785
1020,42.48
1610,115
700,41
1300,49
1420,123
1200,100
1069,65.4
1900,123
1655,97.65
1155,40.42
1300,70
1100,45
1030,42
2105,70.2
1700,126
1760,139
6200,200
1400,67
1200,53
912,55
1102,48
1535,55
1243,46
918,63.2
1500,70
3000,250
1476,89
1200,65
606,34.78
1100,61
1295,59.5
527,26
1300,80
680,68
1260,41
1140,75.2
1500,37.5
2321,128
1390,62
1725,90
3067,310
1186,63
1230,85
600,17
1313,96
900,55
1250,66.25
1200,280
660,54
1036,105
2700,450
1100,70
1950,46.8
1500,450
525,56
1015,56
812,26
1360,65
2167,170
1200,35
1165,75
1274,70
1151,39.02
1060,110
1626,120
1035,35.77
1272,75
965,45
1600,140
1070,42.79
1570,65
1559.626694,38
780,25
1000,65
1200,188
7500,400
1700,100
1850,110
904,30
1121,43.72
1385,58.17
1270,69.85
1450,56
2400,325
730,35
1580,53.56
1111,50
1125,88
977,36
674,19.9
600,83
2540,115
1290,100
600,98
795,32.54
700,35
1463,142
1000,140
1306,58
2401,185
1670,135
1875,235
1200,90
1804,121
2065,210
1225,40
1185.5,58.68
900,56
1350,91
700,36
1005,35.175
1160,46.39
1680,99.27
1043,55
1200,120
1040,46
1357,65
1600,104
1225,47
1500,80
1130,40
2500,150
1700,120
1549,65
1400,100
1080,50
1180,100
780,150
1800,150
1225,67.38
890,75
1005,39.59
1320,95
1475,50
1707,99.745
1110,51
1300,54
600,86
1128,65.35
1452.19,100
2400,290
2600,135
2500,325
630,35
1243,48.5
960,32
1690,100
735,35
1365,73
2849,300
1420,99.39
1570,68
850,32
1575,110
1418,104
1050,42
1065,42.6
1340,90
1610,92
1160,33.5
1092,44
1194,47
1455,61.5
734,19.82
799,38
1896,75
1100,48
1350,79
1355,61
1128,65
1350,90
3875,864
1493,82
1098,43.91
1900,170
1460,88
2350,285
1600,140
1091,32
1180,42
1366,76.85
1685,95
1260,100
3010,200
1330,140
1200,130
1346,96.17
630,13.86
1476,98.94
1850,140
2350,423
755,34
800,98
1194,46
3850,316
4235,365
800,52
2250,195
1352,68
2002,112
4000,280
1060,45
1419.59,59
1196,51.15
1220,35.24
1595,75
1260,75
1100,47
1550,140
1180,52
4000,150
1662,85
1285,60
1080,75
1862,119
1419,48
1410,43.71
1560,62.4
1100,150
1634,78
5530,627
1150,44
1100,53
1616,65
1392,99
1798,120
1675,75
792,70
2000,103
600,89
1700,124
1248,69
1147,54
1100,40
1527,115
2400,235
525,25
1100,58
1118,37.5
1476,75
2100,75
1215,46.5
1332,79
1350,49
600,81
1243,46
1105,49.73
1500,200
1200,50
1251,47.4
883,45
1400,67
1800,260
1703,113
2500,130
1250,71
933,43
461.82,31.7
1262,75
915,48
1370,61.5
1210,55
2392,260
1500,85
1065,50
3100,570
1515,65
1800,110
1445,40.31
1300,55
989,60
1300,85
1185,30.22
1350,110
1045,60
1205,42.18
1260,75
1320,199
1500,125
1250,42.5
1199,50
1385,83.09
1222,250
1149,75
2180,170
1200,110
12000,525
1200,195
1818,135
1070,33
1640,241
1350,54.6
630,27
1430,113
2430,180
1500,220
1084,55
1186,56
1255,50
3400,240
1541,69.84
3596,282
1295,70
1000,110
2820,285
1370,54.79
1100,40
4772,510
1370,170
1370,54.79
1200,62
2000,95
3500,300
1200,240
2400,253
1220,62
1950,130
1178,73
1286,61.44
1160,42
918,55
1563,91.84
1326,62.17
1350,140
3960,386
1240,39.06
1325,50
1100,44
3875,800
1605,50
5600,515
1260,60
1553,83.09
1280,52
1550,75
1445,125
1550,74
1515,80.91
1332,86.12
1652,70
1570,105
5400,725
794,60
1200,62
3600,410
1200,175
1650,220
600,85
2800,250
1750,110
1053,48
1100,53
1665,70
4051,345
5500,1500
1447,80
1012,75
1900,60
1308,92.66
3250,230
1351,53
1000,22
1200,350
1140,49.11
3181,260.5
1250,55
1290,45.15
1424,90
1320,60.6
1662,85.5
8321,2700
1200,45
1975,210
1295,59.5
1777,100
1900,108
1576,59.1
1020,41
2100,170
648,31.75
1167,38
1000,160
1220,50.89
2350,327
1259,67.4
2000,82
1800,80
1991,160
1665,110
1234,61
1340,64.31
1170,46.79
995,46
1075,60
1025,54.5
2721,113
2000,99
2500,155
1325,70
1314,68.2
2265,136
4800,170
1026,41
1200,66
2220,65
1192.5,51.22
1420,99.39
1888,95
1300,90.87
1216,97.16
3000,342
1559,63
1290,87
2400,245
905,55
1069,55
829,22.8
1900,200
1559.626694,140
1300,60
1115,33.45
2409,360
2150,125
1305,69
1252,56.32
2400,250
1200,46.13
1750,130
545,35
1375,105
1313,66.5
3640,275
1693,108
1160,41.75
1200,200
1255,79
1000,75
900,45
1700,90
1875,180
1700,88
1749,115
1500,65
1175,48
1280,60
1200,50
1610,115
1070,46
1200,66
1127,50
1210,102
600,23
4190,380
1364,70
2268,146
1150,77.5
1146,39.5
1345,55
1110,41
750,36
1156,49.5
1247,59.8
1058,60
950,48
420,35
600,90
1520,103
1215,58.86
900,30
2350,174
1050,46
1672,150
2800,125
1500,65
1400,65
1559.626694,378
2700,130
920,37.46
1200,70
1250,139
1817,153
2043,375
1140,46
4346,450
1464,56
1468,130
1555,82
1200,110
1150,55
970,35
2500,95
1166,53
2779,317
1350,58
900,46
1300,52
1190,55
1495,75
1224,105
1350,68
940,56.8
1100,55
1300,61
1480,145
1105,46.37
2600,200
1517,76.3
3800,200
1615,89.75
1500,65
1082,50.5
1365,73
1000,25
1392,98
1086,33.66
1586,93.94
1100,60
1065,30.75
1500,120
1575,120
1975,123
820,24
1745,110
1223,60
1200,65
1200,90
665,46.08
1351,70
1355,83.87
3900,300
1588,75.55
900,60
440,50
3385,260
1370,75
1500,71.8
2280,285
1100,53
1247,53
2000,200
1020.07,68.38
1033,32
1460,73
1150,52.8
5965,385
1141,46
2912.5,125.5
4200,325
1665,125
1295,64
1230,78
1080,75
1000,60
2400,50
630.5,32.79
1708,75
1697,115
3537,210
615,28.29
1350,83
1530,66.4
1083,32.49
1460,65
1084,58
1035,41.43
2400,150
460,21
950,90
1285,55.9
2000,490
1200,78
1070,35
1801,140
1697,115
1199,65
2300,220
1340,64.31
3800,205
600,50
1125,75
1200,67
1050,41
956,49
1000,30
1596,95
1200,150
1296,89.06
1200,170
1639,123
1219,61.25
1200,50
1218,73
920,37
2559,141
525,26
1427,48.51
1270,45
920,65
2700,68
1740,199
1355,40
1530,90
1372,90
2363,120
3895,220
1950,131
885,40
600,27
1270,128
1380,225
1339,62
1130,36
1085,43
1430,72
1451.5,121
6200,720
1490,59.6
1650,99
1286,57
925,63
3016,230
1000,44
1215,39
1200,95
1336,100
673,36.85
1200,58
600,63
1600,160
1200,79
2480,750
2500,270
2400,100
1143,65
1470,61.74
1584,145
1785,94
2292,286
1460,71
1500,80
1200,140
3300,250
1230,48
650,20
1480,120
1220,43.92
1570,115
3000,400
1665,86.91
1350,380
4000,600
1100,68
1350,87.01
1719,116
664,35
1011,50.53
2400,130
1680,85
717,49.475
700,110
1520,150
1350,53
1760,150
875,33
1231,48
1174,74
1560,75
1464,56
2200,130
850,55
1750,180
2024,157
1500,160
2100,275
2408,260
1080,44
2070,225
1020,29.46
1500,55
1575,158
3250,180
1175,47
1030,34.5
1440,115
1500,84
1380,62.1
1200,50
705,36.5
2240,155
1584.01,103
1340,77
1800,70
1200,45
685,40
925,42
1230,57
1200,185
1125,52
1100,54
2400,149
1400,41.58
1200,225
1858,98.3
1260,41
3530,290
1185,60
1200,216
1255,58
3436,475
1335,89
1999,132
1200,125
1397,110
1200,105
3950,450
1200,130
1616,95
1200,350
1270,175
1140,38.55
525,30
1200,98
700,162
1205.47,81
1200,130
1700,75
750,62
1090,54.54
3600,220
2400,650
923,60.84
3595,360
1050,48
1495,79.5
1664,93.865
1485,85
1033,31.5
1400,48
500,70
944,35
3250,290
1216,66.48
1100,39.5
1743,93.25
1274,48.42
2500,425
1512,110
3100,385
1650,100
1875,55
1350,54
1219,40
1200,150
2400,85
1141,44.4
1151,43.1
832,77
915,38
3259,270
1115,65.12
2072,139
1200,53
1300,65
1457,85
1262,55
1196,150
900,22.5
420,17
1160,46.39
1115,50
1315,85.4
1500,57
1127,68
1397,104
1173,60
1090,28
2720,210
1230,76
3200,190
858,31.57
1868,121
1689.28,91.2
600,73
1425,49.88
1200,170
1350,100
4200,180
1310,85
3185,175
970,40
1397,108
1157,40
1125,61.2
1157,42
1241,82
660,62
4000,220
2340,148
596,42
10000,550
1200,110
1910,190
1139,80
3122,225
1033,28.41
1168,64.08
877,42
1340,75
1405,70
1800,65
1750,149
1360,65
675,148
985,63
1300,129
1850,150
1490,88
620,25
1130,42.3
1080,55
3126,120
1410,52.17
1375,59
1290,94.5
1318,85.28
1128,68
4428,255
1051,56.74
3500,275
2400,130
1327,85
2912,210
1301,55
650,30
1200,67.75
1500,89.99
2700,675
1350,145
1000,28.88
984,45.91
1819.18,160
900,175
1355,83.87
2145,270
2475,300
1118,30
910,42
1250,39
1304,100
1615,58
1400,68
1070,47.5
3500,395
1132,89.37
2000,85
2400,550
794,65
1090,43.59
1500,70
2059,225
525,30
1447,75.97
1269,75
4800,700
1070,37.45
1150,28
1208,70
1185,45.5
1200,130
888,34
1015,25.88
532,22.49
1060,62
700,35
902,42
600,95
1175,47
1365,122
984,51
2700,100
1475,96
1300,79
1200,220
1453,43.59
1550,160
1666,95
1410,160
4025,800
1845,91
1676,52
1137,63
1360,70.5
1374,70
1700,155
3227,250
2145,125
2400,600
2170,151
1080,55
1790,100
550,17
1270,50.79
1033,48
1000,80
2940,280
1240,52.6
1650,450
883,39
1500,97
1730,139
1915,80
1545,79
1865,140
1150,40
1200,49
963,40
1200,120
2600,260
1700,108
1682,120
1371,65
901,49.5
600,73
1730,120
1200,125
1500,102
3785,280
3500,245
1203,59.86
1357,54
1600,76
350,13.5
1665,53
1400,200
835,46.95
815,160
1444,80
1277,55
1521,94.71
1134,40
995,34.82
2760,157
1325,92
4000,150
1525,90
1320,73
650,23
1858,167
1150,38
769,40
1571,105
1445,86.56
1590,135
902,49
2238,140
1090,31.49
1712,82
1088,68
1575,63.1
2150,205
1920,150
1000,57
1100,56.1
1089,45
1106,43.09
927,37
1339,58
923,45.69
2900,285
1175,75
975,55
2400,180
1330,72
1183,59.74
1758,133
1200,265
1255,77.68
600,110
1100,50
1170,46.8
2400,120
1530,51.77
1420,107
1200,300
1045,160
1591,115
1680,120
675,52
1055,57.63
1918,129
1280,76
1560,66
1145,49.5
2106,126
1801,139
1200,120
1718,288
1306,54.65
1320,92
1350,65
2990,324
3800,300
1344,42
1893,100
1107,43
1200,180
1190,75
1000,35
2400,160
1000,48.5
2113,155
1100,46
1200,160
1884,120
1110,40
1027,43
1250,40
1470,62
1150,75
1200,165
703,52
1400,62
1195,51
1302,69.1
1583,74.4
1488,60
600,85
1385,34.63
3262,260
1600,104
1150,90
4500,166
1263,78
1200,110
1299,85
1330,78
1282,52.43
1853,82
861,35
1600,95
1256,62.8
1390,80
1550,90
1200,150
919,49
1625,80
1195,44
2400,600
1159,60
1386,57.46
1197,79
2690,191
4303.5,226
1295,50.28
1310,37.83
1132,79.28
2350,400
2400,500
1645,135
1200,45.84
3000,330
1937,140
1015,33.5
1080,39
1350,80.99
1149,29
1185,59
1720,135
2080,175
1500,87
1566,97
2386,334
1500,110
1290,49.02
1531,72
1839,165
4200,760
1400,40.43
550,15
1140,39
1343.5,57.76
2000,100
1100,46
1200,55
1618,68
2830,160
1315,74
1141,42.75
1080,55
1200,60
1111,41.88
1022,45.9
1275,65
900,70
1224,39.2
1135,43
1050,52.1
1535,86
1392,130
1050,72
1513,103
1621,72
892,39
1205,40
1355,83.87
1250,300
1650,345
1200,70
1400,168
726,35
1500,149
3895,405
1079,41
1170,46
1104,39
950,45
4818,390
1650,52
1559,127
1100,38
1750,150
1215,45.5
1868,135
1130,32.63
1570,64.5
1691,98
4355,350
1225,55
1690,112
1418,103
1896,125
605,40
800,95
900,32.5
750,50
780,62
908,26
3416.5,143
3216,226
2400,225
1400,68
1092,44
1255,74
1500,100
1296,72
925,38
1023,42
600,75
1020,44.5
1530,77
1650,71
1605,85
1925,50
1190,50.66
1374,68
1140,65
1725,130
1075,50
1574,93.34
965,32
1550,83
1205,60
1082,55
1215,52.85
2483,230
1200,46.14
1500,19.5
2360,600
3198,250
1452,60.98
1329,41
1125,44
1200,70
1350,39.97
1312.5,51.19
2600,195
1200,160
1220,35.23
1255,80
1904,155
1329,70
1200,60
2135,160
2770,315
813,39
3884,240
3876,300
800,30
4750,120
1500,70
1880,95
1440,55
1575,90
1630,97.78
1180,55
1090,36
1020,48.45
2425,173
1097,33.82
1070,50
1000,58
1120,150
1150,56
1900,145
1141,49
937,44
1075,60
1000,65.3
1450,77.41
897,85
936,43
1280,75
1050,45
1350,86
1325,70
1174,59
1890,162
735,75
500,24
1304,80
1653,120
1075,52
1212,42
1100,50
3436,500
1200,145
1140,50
1200,100
1532,83
2776,195
1531,75
1270,50.79
1325,53
1200,160
1156,44
2000,320
1260,70
1934,90
1060,40
1476,95
1185,85
1265,82
3200,150
1196,56.81
1280,69
800,86
1175,45
1850,98
2400,525
1195,70
2000,185
600,100
800,155
1180,36.5
1050,49.87
1400,40.44
2360,150
1030,77.25
1512,65.01
929,48
1252,61
1485,115
1124,55
2400,370
1407,120
1482,97
1163,98.86
1570,140
3480,284
520,14.04
2000,160
1352,75
1152,65
1575,93
1965,125
1300,70
1,120
957,47
1740,60
1080,65
1060,35
975,50
1150,51
1738,79
1250,55
1788,90
1151,59
1300,60
1150,52.8
1380,75
1645,117
1141,45.9
1175,82.5
1355,61
1150,70
5800,80
1000,45
1007,65
3000,100
1436,70
4000,220
2372,140
1500,240
1559.626694,10
1200,150
1016,58
1100,48
1080,45
1070,60
1532,115
1040,42.12
3100,250
1137.5,48.905
1430,51.6
1160,163
3262,205
2100,410
1190,100
1827,100
1210,75
1500,95
1050,53.5
1251,88.73
1600,115
1128,65.5
1820,93
2072,159
1510,59
1925,114
2651,225
2072,147
1000,36
1752,145
960,56
1180,63
2270,180
650,59
1200,75
1180,46
1300,47
1157,40
1300,69
1305,59
2006,196
1290,80
1170,45
971,135
1400,78
1200,75
1155,60
1725,85
700,40
7000,2050
1112,88
1178,78
1274,81
915,32
1650,135
760,21.28
1540,68
1206,38.5
1645,95
1200,170
1200,140
2342,115
1200,55
1056,33
4800,225
1450,54.3
1161,36.69
1097,65
850,35
1715,115
2300,317
1200,59
1080,38
1200,50.3
2400,550
1400,78
1500,200
458,19.695
1230,57
1640,88
1700,125
1478,44
6600,986
1020,40.79
1200,150
1275,95
1600,165
1110,38.85
1627.86,88
620,22
3004,285
1133,52
1182,82.5
1500,100
3900,360
1200,58
1128,48.79
2345,293
900,110
1100,45
635,22
2062,140
1874,130
600,78
1171,75
2020,85
1059,34.5
1315,59.1
1760,110
1200,125
1192,62
1645,121
1250,72
709,34.385
1340,77
2388,239
1369.1,104
1355,75
1150,65
1938,113
2462,124
1636,85
1430,75
2000,85
993,50
1260,150
1700,88
1270,78
1500,121
2300,290
7500,900
1650,86.45
1109,63
1280,49.75
2885,185
1200,145
1600,180
1462,71
607,35
930,25
4500,300
1200,160
2600,237
3000,140
1418,52.47
4200,160
1125,65
1825,126
1320,79.5
3000,140
1490,300
1650,300
750,52.7
1400,80.54
4104,360
5000,375
3295,260
1150,110
1200,61.96
965,48
812,26
1100,43
1180,41
1145,48
1027,44
1215,49.85
1200,75
1015,58
2400,165
3000,306
3300,160
1076,52
1300,109
1300,102
1512,123
1053.4,88.91
605,41.745
1153,65
2080,150
1255,69
1559.626694,260
1583,109
1505,90
1365,75.08
1200,95.75
1810,148
440,35
975,63
1250,39
1530,97
1300,39
1115,40
1308,83
1194,47
1490,59.6
10000,450
1592,91
1222,112
1267,42.85
656,53
3400,530
4500,400
1200,36
1698,102
1500,70
2000,80
1152,65.75
550,21
900,42
1410,45.12
1419,73
1200,55
1800,65
990,40
1016,45
1100,39
850,65
1095,35
2000,85
1444,70
1415,67
1500,130
1600,72
1105,41.36
1225,45.03
2560,265
1080,37.8
2400,150
1856,135
1464,56
2100,71
1150,77
1200,98
2094,113.19
1485,67
2500,75
1200,45
1036,59.46
3445,270
1400,80
1110,33
1150,48
715,45
1200,130
1200,260
2283,130
1790,250
1453,43.58
1400,85
1400,65
1700,140
1591,120
1515,79
2500,200
975,24.86
1382,76.18
1750,350
1533,150
3815,763
1100,38
3730,450
1500,120
1391,64.5
1160,42.92
620,27
2400,350
1200,130
4827,400
1482,60.98
1405,84.5
1190,40
1174,78
1155,72
1411,93.04
745,50
1000,30
923,50
1000,32
1276,45
1460,70
1355,95
833,49
1200,275
1750,450
1200,48
669,36.85
2200,105
1594,125
1790,105
1020,45
3250,850
1037,36.28
1345,57
1070,43
3000,270
1385,76.18
1207,79.9
1140,55.5
1220,68
3811,475
3596,252
1965,120
1760,115
1225,70
1075,52.43
1000,68
1891,109
1322,86
1095,215
3600,260
1045,36.58
1545,85
1996,135
1125,70
1560,115
2000,85
3100,310
780,35
1350,110
2275,180
1350,41
1464,56
1570,64.5
708,28.32
1680,160
1400,82
1310,72
3300,165
1175,57
1428,80
750,62
3252,280
1194,46
750,200
1080,35
1200,68
1200,45
1200,120
1320,38.13
1842,115
1146,55
440,28
1048,50
1801,115
1232,69.61
1150,90
1868,120
1445,47.1
1466,140
1730,100
3860,402
1185,70
3027,260
2400,147
1185,49
1150,49
2000,180
875,98
1075,35
1760,123
1600,63.98
910,140
1000,78
1215,90
1734,125
1280,60
1113,55
1272,48
1240,41
704,92
1100,70
896,30.13
3657,220
1200,35
2800,155
2790,198
3500,198
3600,150
1500,30
1200,220
1096,48
580,95
1094,44
1100,49
2987.5,191
2503,325
1145,40
1550,74.5
1830,82
1746,84.95
1280,115
918,27.54
645,16.45
1305,60
1207,62
1678,125
950,50
1200,240
1070,55
1732.46,92
1639,40.98
1360,103
2592,250
4470,700
720,62
1656,150
985,49
1999,135
1050,75
1440,64
1600,160
1253,52.66
1200,85
1360,75
1086,47.5
1655,155
2600,260
1418,78
1270,100
1410,52.17
1150,74
600,45
1440,65.8
1200,108
1200,75
1410,50.06
1200,92
600,60
624,35
1060,58
3960,386
1200,45
1200,175
1917,60
950,40
3040,48
1250,50
1235,60
722,46
2775,165
1200,93
1400,68
1225,60
1220,58.5
705,52.5
1880,94.36
1200,70
1550,60
1893,130
1650,75
1113,46
1500,203
1800,180
1586,70
4000,235
1541,80
1830,101
1200,48
1800,72
1015,40
1120,37.95
706,48.24
1350,85
610,95
1900,99
1200,243
3000,150
1075,42
1290,80
1200,50
1150,53.11
1360,61.2
4500,500
935,32.73
1730,140
1260,53
675,125
4000,650
950,45.68
600,85
2500,120
3216,300
800,120
1991,88
1115,60
1900,150
1109,41.49
2340,129
1200,300
4356,850
1005,43
416,19.5
1394,100
2138,110
1550,160
1300,80
1265,82
1140,52
1050,40
1100,48
1012,59
1600,112
1326,57
1654,85
1705,290
1070,42.8
1700,95
910.2,80.64
1140,50.66
4960,400
2254,170
945,47
2462,150
1350,240
615,44
1110,65
575,88
1025,54.1
1758,95
3179,351
1342,92
1800,85
2928,198
1140,32
1608,85
1645,82
1410,56.4
1200,52
1275,41.5
3800,600
909,40
1200,85
1080,73
1200,34
1092,60
1932,135
1156,72
924,35.11
1330,75
1917,113
985,25.12
2400,408
1800,500
1290,225
655,53
1800,140
1360,45
1785,118
4000,130
1645,120
1235,63
900,48
662,42
1440,100
1215,62
845,37
1525,87
1000,48
1255,90
1560,120
2100,110
1620,85
1595,90
1095,38.52
835,37
2182,72.04
1418,106
1900,180
2700,175
1070,48
2000,150
2400,660
755,42.41
1645,117
2400,190
645,16.45
3900,333
2400,200
2416,600
919,28
1725,110
1346,71.32
1070,45
1225,35.52
880,75
640,20.5
1310,52.4
1190,39
1645,87.5
1350,89
1404,68.8
1105,35
900,41
1650,320
1100,41.15
2100,95
1948,130
1464,56
1210,45
4000,220
1252,55
1200,240
3905,290
2600,140
1300,89.13
1130,73
1200,135
1690,125
4500,360
950,60
1020,57
2107,95
1735,72
915,37
1450,68
2215,156
2431,100
1804,102
1600,88
1280,75
1255,77.68
1320,150
1257,69
1240,53.27
1200,240
1850,150
1255,66
870,36
1789,98
800,110
660,18
600,54
1155,56
1235,65
2675,140
1025,50
1395,72
1530,74.4
1252,71
1081,30.27
1255,130
2062,150
1220,56
1408,55
1180,60
715,29
1230,94.5
1035,45.5
3360,225
1300,77.99
1100,52.97
1216,84
1450,62.63
705,57
1385,64
1200,36.1
1310,32.75
1043,39.5
1320,110
1900,205
1140,39.9
1100,45
1586,90
975,24.86
1365,60
1263,107
1565,59.76
1163,180
2882,204
2320,170
1750,99
1143,55
1936,118
660,15
700,19
1402,85
4640,600
1000,41
1000,35
818,26
1680,135
2422,150
1145,100
1190,30.35
1145,62
1575,68
9000,390
1200,46
1500,63
2560,75
1583,76.1
700,34.98
950,38
1041,36.44
1085,70
1070,37
1165,45
1000,35
1169,64
1150,110
1840,140
1550,75
997,53
1457,60
1000,60
1000,60
1500,88
958,210
1165,75
1200,169
1787,123
1288,70
1430,54.11
3035,271
750,25.5
900,115
1200,67.77
1500,78
1230,66.25
780,55
1220,80
1110,43
2100,240
1380,150
1690,85
1130,78
1213,59.32
900,45
1199,85
5000,290
2072.5,111
700,100
661,36
1804,285
1710,100
1030,50
1220,56
1530,73.5
1200,78
2000,85
300,20
1751,115
800,170
1255,79
1778,122
1100,45
1480,65
1358,81
580,27
1197,63
1200,170
1705,110
1310,37.83
1132,67.9
1200,140
814,55
1575,90
1302,66
1800,175
2006.8,196
1100,44
2400,400
830,37
435,19.5
1590,120
1140,33.06
1090,59.8
1922,106
965,67
883,40.95
1062,42.47
1089,32.67
1358,43.1
1108,87
1197,79
1190,50
3754,430
1749,117
1750,215
1691,104
1449,100
1625,87.72
1400,80
1310,37.83
1100,48
1230,53.51
1750,130
1450,100
1810,126
1246,62.3
1420,85
2658,187
1450,89.6
1200,230
1367,62
2254,170
1160,42
1200,185
1711,75
750,112
1120,37.97
950,47
1560,145
1250,125
1225,60
1200,66
1340,77
1846,145
1155,46
1205,70
1140,36
1140,38.65
1300,63
1051,60
1134,45.36
2500,260
12000,1900
1135,32.91
1745,77
500,92
1665,105
1220,48.79
1868,113
640,45
2300,200
1210,76
1351,77
1636,119
2400,450
1464,56
418,12
1339,62
2370,195
1530,74.5
1100,46
1350,58
1290,52
1220,35.23
1846,155
1847,135
3100,350
1430,110
935,45
1350,85
540,60
1590,96.5
1286,67
1141,40
1554,130
3520,430
7500,1700
1749,112
2250,360
1140,45
1632,128
1000,41
1065,58
1520,96
1075,43
5,115
1539,52.36
1342,115
1004,49
1295,95
1098,74
1070,45.5
1016,40
1450,68
654,37
5985,775
1080,38
1046,75
1950,165
1610,84.53
2493,115
1151,50.5
1125,58
992,25.79
1000,60
2400,510
1850,90
1174,75
2661,226.5
1100,45
1095,38.33
3580,411
900,155
1082,42
1350,47.24
1314,78
1290,40.63
1010,55
2200,110
1636,97
1050,39
1200,200
1520,125
2500,110
1067,60
1060,35
955,35.28
1418,104
1200,225
700,19.4
1366,83
1090,35.03
1250,58
3600,450
950,33
1470,170
1250,40
800,180
1494,94.55
1445,105
1397,105
606,40
861,34.5
1170,40
2461,353
1205,75
1224,200
660,75
1153,43.5
2400,275
4500,294
1200,62
1450,42
1139,60
1530,105
825,400
1575,101
650,25
1120,40
1700,80
1090,48
1897,93
1200,72
700,40
1437,71.13
1856,120
1500,65
1036,59.45
3000,90
1125,40
1320,55.44
2215,310
660,16
1730,110
750,85
1804,115
1795,140
1050,50
2100,120
1199,48.5
1350,280
1100,47
1000,75
1254,70
600,70
940,49
1280,80
2155,125
3200,140
4260,272
1255,95
1388,69.99
905,52
1176,44
1390,61.16
2400,400
1160,55
2800,140
1200,205
1583,115
1252,63
1170,86
1350,51
1075,30
972,40
1486,83.22
555,37
4830,390
850,75
1282,178
2790,198
2383,215
1103,55
1577,67
1465,80.01
1600,64
1090,45
1721,80.86
1100,55
1450,71
1071,62
2266,169
2065,130
1800,90
1150,125
1200,220
1123,56
1884,98
930,85
1145,75
1328,60
950,55
1250,59
1115,46
1318,54
3300,160
1280,48
1230,59
1420,60
2111,120
1100,54
1750,136
2550,290
700,35
1050,42
1235,90
1200,63
900,30
1146,38
1200,110
2400,200
1200,108
615,24
1070,49.65
1538,300
1355,58.25
3080,285
1800,80
1400,50.06
1123,48
1200,130
787,31
1082,45
1096,41
1200,140
1140,130
1130,52
550,12
1058,85
1269,73
946,140
3400,420
2689,245
1976,65.21
1820,77
1329,56
1350,80.99
1250,175
1205,40
800,98
1339,71.5
938,35
450,25
1100,70
600,95
1060,40
1125,40
810,21
1060,65
1749,90
1200,75
1100,85
680,32.64
720,48
6613,950
1925,110
502,25
3339,250
1475,74
1550,258
966,49
1350,160
1300,75
4400,350
1559,120
1246,63
2790,950
1410,53.58
1300,75
1339,58
900,75
1104,35.5
900,45
1550,79
670,35
1483,98
1540,70
1200,100
1255,54.5
600,100
1036,110
1460,75
1230,58
1340,60
1600,61.37
2162,200
919,40
1070,38.9
1733,85
1221,72
1041,36.44
2550,149
1400,70
600,55
710,40
1500,78.25
3122,237
2061,175
2400,325
1255,95
2425,140
1031,55
1210,74
950,40
1376,156
1161,55.15
1303,44.17
1418,105
1200,65
1825,175
1015,48
1150,60
1010,40
1508,75
1275,87
1460,70
946,58
1110,58
1832,125
1088,61.45
1564,104
1030,35.02
660,27
1700,95
1100,121
1205,62.9
1950,90
1080,62
2800,140
999,43.66
900,175
1300,89.76
1265,78
1200,42
1974,106
1180,40
1350,63
1560,65
2800,650
1085,41.23
1300,75
1600,56
1127,55
795,32
1850,88
1020,29.45
1475,200
1200,96.25
1345,47
849,25.4
1706,135
2100,180
1250,65
1260,63.58
1265,65
1260,45
1045,58
3895,495
412.5,19.8
1100,62
1113,50
2774,208
1210,60
700,30.84
1155,55.5
1132,89
1359,104
2631,200
1145,56
600,30
